datetime,Actual,Predicted
2025-06-29 21:00:00,25.51,26.933058856593373
2025-06-30 00:00:00,22.21,22.561065754277553
2025-06-30 03:00:00,20.35,20.61315773161011
2025-06-30 06:00:00,21.56,22.17079052539531
2025-06-30 09:00:00,26.61,26.176977720899615
2025-06-30 12:00:00,29.68,30.176350204738146
2025-06-30 15:00:00,28.36,31.896500601387118
2025-06-30 18:00:00,26.16,30.426064864221317
